Date,Time,temperature_2m,relativehumidity_2m,dewpoint_2m,windspeed_10m,windspeed_100m,winddirection_10m,winddirection_100m,windgusts_10m,Power,City,Index
2/10/2020,2:00:00 PM,27.6,80,22.4,8.14,10.61,313,313,13,0.535,Oslo,975
2/10/2020,3:00:00 PM,24.3,80,19,8.14,10.68,323,322,11.8,0.5465,Oslo,976
2/10/2020,4:00:00 PM,23.2,79,17.8,8.57,11.33,312,312,12.8,0.5579,Oslo,977
2/10/2020,5:00:00 PM,22.6,79,17.2,7.71,10.89,313,315,12.4,0.5693,Oslo,978
2/10/2020,6:00:00 PM,21.7,83,17.5,7.57,10.75,313,316,11.4,0.5651,Oslo,979
2/10/2020,7:00:00 PM,21.3,86,17.8,6.98,10,322,323,10.9,0.5453,Oslo,980
2/10/2020,8:00:00 PM,21.2,86,17.8,6.93,9.9,315,317,10,0.5256,Oslo,981
2/10/2020,9:00:00 PM,21,85,17.3,7.61,10.98,309,312,10.9,0.5058,Oslo,982
2/10/2020,10:00:00 PM,20.5,83,16.1,7.73,11.11,310,312,11.3,0.486,Oslo,983
2/10/2020,11:00:00 PM,19.8,83,15.4,6.69,9.86,305,307,11.1,0.4662,Oslo,984
2/11/2020,12:00:00 AM,19.8,81,15,6.84,10.26,297,300,9.7,0.4465,Oslo,985
2/11/2020,1:00:00 AM,19.7,77,13.7,7.12,10.79,299,303,10.4,0.4267,Oslo,986
2/11/2020,2:00:00 AM,18.5,78,12.9,6.89,10.61,289,294,10.2,0.4069,Oslo,987
2/11/2020,3:00:00 AM,17.3,79,11.9,6.84,10.66,282,289,10,0.3872,Oslo,988
2/11/2020,4:00:00 AM,16.7,79,11.3,6.59,10.57,280,287,9.8,0.3674,Oslo,989
2/11/2020,5:00:00 AM,16.6,81,11.8,6.4,10.46,270,276,9.4,0.3516,Oslo,990
2/11/2020,6:00:00 AM,16.7,82,12.2,6.5,10.45,269,275,9.8,0.3398,Oslo,991
2/11/2020,7:00:00 AM,15.4,83,11.2,6.55,10.5,263,270,9.4,0.328,Oslo,992
2/11/2020,8:00:00 AM,12.9,84,9,7.06,11.36,258,264,10,0.3163,Oslo,993
2/11/2020,9:00:00 AM,14.2,82,9.7,7.67,12.2,255,260,10.9,0.3045,Oslo,994
2/11/2020,10:00:00 AM,16.8,81,12,7.84,12.83,251,255,11.7,0.2927,Oslo,995
2/11/2020,11:00:00 AM,19.3,81,14.5,8.59,13.35,244,247,12.6,0.2809,Oslo,996
2/11/2020,12:00:00 PM,21.7,82,16.9,8.94,13.07,238,241,13,0.3081,Oslo,997
2/11/2020,1:00:00 PM,23.7,82,19,9.13,12.43,235,237,13.4,0.3744,Oslo,998
2/11/2020,2:00:00 PM,25.3,82,20.5,8.94,12.46,230,232,13.4,0.4406,Oslo,999
2/11/2020,3:00:00 PM,27,78,21.1,9.12,13.6,226,229,13.1,0.5069,Oslo,1000
2/11/2020,4:00:00 PM,27.3,75,20.5,9.27,13.72,224,226,13.5,0.5731,Oslo,1001
2/11/2020,5:00:00 PM,26.7,72,18.8,9.04,14.04,218,221,13.3,0.6394,Oslo,1002
2/11/2020,6:00:00 PM,26,73,18.4,9.31,14.39,219,221,13,0.6718,Oslo,1003
2/11/2020,7:00:00 PM,25.5,71,17.3,9.12,14.35,218,219,13.3,0.6705,Oslo,1004
2/11/2020,8:00:00 PM,26.6,67,17.2,8.64,13.79,222,224,13.1,0.6691,Oslo,1005
2/11/2020,9:00:00 PM,26.9,66,17.1,7.94,13.02,229,232,12.4,0.6677,Oslo,1006
2/11/2020,10:00:00 PM,27.1,67,17.4,7.57,12.39,241,244,11.4,0.6664,Oslo,1007
2/11/2020,11:00:00 PM,27.6,70,19,7.38,12.08,254,258,10.9,0.665,Oslo,1008
2/12/2020,12:00:00 AM,27.6,73,20,6.6,10.9,268,272,10.6,0.6636,Oslo,1009
2/12/2020,1:00:00 AM,27.5,78,21.5,5.36,9.07,279,284,9.4,0.6623,Oslo,1010
2/12/2020,2:00:00 AM,26.9,82,22.1,4.85,8.26,284,291,7.7,0.6609,Oslo,1011
2/12/2020,3:00:00 AM,25.8,84,21.7,5.27,8.87,303,310,7.3,0.6595,Oslo,1012
2/12/2020,4:00:00 AM,25.3,91,23,6.63,10.59,337,341,8.8,0.6582,Oslo,1013
2/12/2020,5:00:00 AM,15,93,13.4,12.14,17.17,19,19,20,0.6529,Oslo,1014
2/12/2020,6:00:00 AM,6.1,82,1.8,13.3,17.34,12,13,19.4,0.6436,Oslo,1015
2/12/2020,7:00:00 AM,1.5,79,-3.5,13.68,17.76,9,10,20,0.6343,Oslo,1016
2/12/2020,8:00:00 AM,-1.5,75,-7.4,13.99,18.15,7,7,20.7,0.625,Oslo,1017
2/12/2020,9:00:00 AM,-4.7,74,-11,13.35,17.27,5,5,20.4,0.6157,Oslo,1018
2/12/2020,10:00:00 AM,-6.9,71,-13.7,13.41,16.92,2,3,19.5,0.6064,Oslo,1019
2/12/2020,11:00:00 AM,-7.7,70,-14.8,13,16.3,360,0,19.6,0.5971,Oslo,1020
2/12/2020,12:00:00 PM,-8,73,-14.5,12.31,15.31,358,358,19.1,0.5856,Oslo,1021
2/12/2020,1:00:00 PM,-7.9,68,-15.6,11.75,14.46,355,355,18.2,0.5719,Oslo,1022
2/12/2020,2:00:00 PM,-8.3,70,-15.6,11.41,13.93,352,352,17.6,0.5581,Oslo,1023
2/12/2020,3:00:00 PM,-8.9,69,-16.3,10.9,13.45,349,349,16.9,0.5444,Oslo,1024
2/12/2020,4:00:00 PM,-9.3,70,-16.4,10.48,13.12,347,347,16.1,0.5306,Oslo,1025
2/12/2020,5:00:00 PM,-10,70,-17.2,10.21,13.19,346,346,15.4,0.5169,Oslo,1026
2/12/2020,6:00:00 PM,-12.2,71,-18.9,8.39,12.23,345,345,14.9,0.4945,Oslo,1027
2/12/2020,7:00:00 PM,-12.5,72,-18.8,7.69,11.77,339,339,12.4,0.4636,Oslo,1028
2/12/2020,8:00:00 PM,-12.1,74,-17.9,7.47,11.36,334,335,11.3,0.4327,Oslo,1029
2/12/2020,9:00:00 PM,-13.3,73,-19.5,7.12,11.09,336,338,10.8,0.4018,Oslo,1030
2/12/2020,10:00:00 PM,-13.4,72,-19.9,6.5,10.59,337,341,10.2,0.3709,Oslo,1031
2/12/2020,11:00:00 PM,-13.4,72,-19.8,6.17,10.16,335,339,9.4,0.34,Oslo,1032
2/13/2020,12:00:00 AM,-13.6,72,-20.1,5.68,9.53,334,339,8.9,0.3091,Oslo,1033
2/13/2020,1:00:00 AM,-14,73,-20.2,5.33,9.04,330,335,8.1,0.2782,Oslo,1034
2/13/2020,2:00:00 AM,-14.2,73,-20.3,5.5,9.14,323,330,7.7,0.2473,Oslo,1035
2/13/2020,3:00:00 AM,-14.3,73,-20.5,5.59,9.32,317,325,7.9,0.2164,Oslo,1036
2/13/2020,4:00:00 AM,-14.6,73,-20.8,5.52,9.28,315,323,8,0.1855,Oslo,1037
2/13/2020,5:00:00 AM,-14.7,72,-21.2,5.66,9.37,312,320,8,0.1595,Oslo,1038
2/13/2020,6:00:00 AM,-15.5,73,-21.6,5.69,9.49,309,318,8.1,0.1384,Oslo,1039
2/13/2020,7:00:00 AM,-16.1,73,-22.4,5.58,9.34,306,317,8.1,0.1173,Oslo,1040
2/13/2020,8:00:00 AM,-16.2,72,-22.5,5.39,8.98,301,314,7.9,0.0962,Oslo,1041
2/13/2020,9:00:00 AM,-14.3,72,-20.7,5.37,8.96,299,309,7.7,0.0752,Oslo,1042
2/13/2020,10:00:00 AM,-11.2,71,-17.9,5.15,8.54,294,303,7.8,0.0541,Oslo,1043
2/13/2020,11:00:00 AM,-8,69,-15.4,5.22,7.16,290,295,8,0.033,Oslo,1044
2/13/2020,12:00:00 PM,-5.6,67,-13.6,5.12,6.31,282,285,8.1,0.0238,Oslo,1045
2/13/2020,1:00:00 PM,-3.6,66,-12.2,4.8,5.71,272,274,8,0.0262,Oslo,1046
2/13/2020,2:00:00 PM,-2.3,64,-11.5,4.44,5.23,262,263,7.6,0.0287,Oslo,1047
2/13/2020,3:00:00 PM,-1.3,62,-11,4.3,5.1,252,254,7.1,0.0312,Oslo,1048
2/13/2020,4:00:00 PM,-1.4,65,-10.3,4.22,5.33,239,240,6.6,0.0338,Oslo,1049
2/13/2020,5:00:00 PM,-3.6,71,-10.7,4.24,6.54,227,231,6.1,0.0363,Oslo,1050
2/13/2020,6:00:00 PM,-8,75,-13.8,3.88,5.32,215,221,6.4,0.059,Oslo,1051
2/13/2020,7:00:00 PM,-7.6,75,-13.4,4.7,7.26,207,210,6.3,0.1019,Oslo,1052
2/13/2020,8:00:00 PM,-7.1,75,-13,5.64,9.26,205,206,7.8,0.1449,Oslo,1053
2/13/2020,9:00:00 PM,-6.9,76,-12.5,6.24,10.36,202,202,8.7,0.1878,Oslo,1054
2/13/2020,10:00:00 PM,-6.6,74,-12.7,6.93,11.62,200,202,9.7,0.2308,Oslo,1055
2/13/2020,11:00:00 PM,-6.3,70,-13.4,7.76,13.01,195,196,10.9,0.2738,Oslo,1056
2/14/2020,12:00:00 AM,-6,69,-13.6,8.75,14.4,191,192,12.4,0.3167,Oslo,1057
2/14/2020,1:00:00 AM,-6.3,68,-14.1,9.28,15.18,187,189,13.3,0.3597,Oslo,1058
2/14/2020,2:00:00 AM,-6.2,66,-14.5,9.5,15.5,188,189,13.6,0.4026,Oslo,1059
2/14/2020,3:00:00 AM,-5.5,65,-14.3,9.56,15.64,187,188,13.8,0.4456,Oslo,1060
2/14/2020,4:00:00 AM,-4.4,65,-13.4,9.45,15.53,186,187,13.8,0.4885,Oslo,1061
2/14/2020,5:00:00 AM,-3.3,67,-11.6,9.38,15.4,187,189,13.6,0.5159,Oslo,1062
2/14/2020,6:00:00 AM,0.4,77,-5.1,9.77,16.14,187,190,13.7,0.5277,Oslo,1063
2/14/2020,7:00:00 AM,1.7,80,-3,10.42,17.08,183,186,14.8,0.5396,Oslo,1064
2/14/2020,8:00:00 AM,3.5,82,-0.8,10.95,17.64,185,187,15.7,0.5514,Oslo,1065
2/14/2020,9:00:00 AM,6.7,82,2.5,11.08,17.51,187,189,16,0.5632,Oslo,1066
2/14/2020,10:00:00 AM,10.8,81,6.2,11.51,17.46,188,190,16.7,0.575,Oslo,1067
2/14/2020,11:00:00 AM,14.9,81,10.1,10.71,16.57,191,194,16.7,0.5868,Oslo,1068
2/14/2020,12:00:00 PM,18.3,82,13.6,9.77,16.2,194,197,15.6,0.5944,Oslo,1069
2/14/2020,1:00:00 PM,21.3,82,16.5,9.3,14.87,197,200,14.3,0.5977,Oslo,1070
2/14/2020,2:00:00 PM,23.2,82,18.6,8.54,13.65,198,201,13.5,0.601,Oslo,1071
2/14/2020,3:00:00 PM,24.2,82,19.6,8.6,12.88,198,200,12.4,0.6043,Oslo,1072
2/14/2020,4:00:00 PM,24.4,82,19.9,8.05,12.52,205,207,12.4,0.6076,Oslo,1073
2/14/2020,5:00:00 PM,24.2,82,19.4,8.04,13,218,220,11.6,0.6109,Oslo,1074
2/14/2020,6:00:00 PM,24.2,85,20.4,7.44,12.18,234,238,11.5,0.6057,Oslo,1075
2/14/2020,7:00:00 PM,25.4,83,21.1,6.94,11.13,245,252,10.6,0.592,Oslo,1076
2/14/2020,8:00:00 PM,25.8,80,20.4,7.02,11.49,250,259,10,0.5784,Oslo,1077
2/14/2020,9:00:00 PM,28.8,74,21.7,7.58,12.8,262,269,10.9,0.5648,Oslo,1078
2/14/2020,10:00:00 PM,27.3,77,20.9,6.7,11.53,271,282,10.8,0.5511,Oslo,1079
2/14/2020,11:00:00 PM,27.2,78,21.2,7.41,12.3,260,270,10.3,0.5375,Oslo,1080
2/15/2020,12:00:00 AM,29.1,77,22.8,8.55,13.7,264,269,12.1,0.5239,Oslo,1081
2/15/2020,1:00:00 AM,28.1,79,22.5,9,14.43,269,274,12.8,0.5102,Oslo,1082
2/15/2020,2:00:00 AM,27.1,78,21.2,9.34,14.4,276,280,13.2,0.4966,Oslo,1083
2/15/2020,3:00:00 AM,26.9,87,23.5,9.71,14.46,298,302,14,0.483,Oslo,1084
2/15/2020,4:00:00 AM,28.6,91,26.2,9.35,13.66,305,306,13.9,0.4693,Oslo,1085
2/15/2020,5:00:00 AM,27.9,91,25.5,9.49,13.86,299,301,13.5,0.4679,Oslo,1086
2/15/2020,6:00:00 AM,26.7,85,22.7,10.4,14.92,305,307,15.1,0.4786,Oslo,1087
2/15/2020,7:00:00 AM,23.8,78,18,9.12,13.34,308,310,15.1,0.4893,Oslo,1088
2/15/2020,8:00:00 AM,19.9,75,13.4,8.94,13.45,302,304,13.1,0.5,Oslo,1089
2/15/2020,9:00:00 AM,20,75,13.5,8.3,12.54,301,304,12.8,0.5107,Oslo,1090
2/15/2020,10:00:00 AM,21.5,78,15.5,7.43,11.46,299,302,11.9,0.5214,Oslo,1091
2/15/2020,11:00:00 AM,23,79,17.6,7.39,10.2,293,296,10.9,0.5321,Oslo,1092
2/15/2020,12:00:00 PM,24.3,79,18.7,8.1,10.22,286,286,11.9,0.5058,Oslo,1093
2/15/2020,1:00:00 PM,25.4,78,19.6,7.62,9.52,287,287,11.9,0.4425,Oslo,1094
2/15/2020,2:00:00 PM,25.8,79,20.2,6.65,8.3,282,283,11.3,0.3792,Oslo,1095
2/15/2020,3:00:00 PM,26.4,75,19.7,6.77,8.32,286,286,9.9,0.3158,Oslo,1096
2/15/2020,4:00:00 PM,26.7,77,20.6,6.23,7.68,289,288,9.8,0.2525,Oslo,1097
2/15/2020,5:00:00 PM,25.3,84,21.1,4.44,6.46,293,292,8.9,0.1892,Oslo,1098
2/15/2020,6:00:00 PM,20,84,16.1,3.92,6.25,308,310,6.3,0.1561,Oslo,1099
2/15/2020,7:00:00 PM,18.3,88,15.3,3.64,5.95,328,333,5.2,0.1534,Oslo,1100
2/15/2020,8:00:00 PM,16.6,87,13.5,3.51,5.96,340,337,4.9,0.1506,Oslo,1101
2/15/2020,9:00:00 PM,16.3,84,12.3,3.4,6,336,336,4.7,0.1479,Oslo,1102
2/15/2020,10:00:00 PM,16.9,82,12.5,3.2,5.82,358,355,4.7,0.1451,Oslo,1103
2/15/2020,11:00:00 PM,16,82,11.5,2.66,4.88,20,15,4.5,0.1424,Oslo,1104
2/16/2020,12:00:00 AM,13.6,85,10,2.92,4.24,59,56,3.8,0.1396,Oslo,1105
2/16/2020,1:00:00 AM,11.9,89,9.2,2.6,4.12,74,76,4,0.1369,Oslo,1106
2/16/2020,2:00:00 AM,12.2,87,9.1,2.51,4.1,85,89,3.6,0.1341,Oslo,1107
2/16/2020,3:00:00 AM,12.2,84,8.4,2.84,4.2,100,102,4.3,0.1314,Oslo,1108
2/16/2020,4:00:00 AM,11.7,85,8,3.01,4.47,94,100,4.4,0.1286,Oslo,1109
2/16/2020,5:00:00 AM,11.6,83,7.4,3.5,4.74,92,97,5.3,0.1259,Oslo,1110
2/16/2020,6:00:00 AM,10.6,84,6.8,4.33,5.28,97,100,5.8,0.1231,Oslo,1111
2/16/2020,7:00:00 AM,10.2,85,6.5,4.34,5.61,98,101,6.6,0.1204,Oslo,1112
2/16/2020,8:00:00 AM,9.9,86,6.5,5.19,6.96,109,111,7.6,0.1176,Oslo,1113
2/16/2020,9:00:00 AM,10.1,87,7.1,5.46,7.25,116,118,8.2,0.1149,Oslo,1114
2/16/2020,10:00:00 AM,11.1,88,8.2,6.05,7.72,124,127,9.1,0.1121,Oslo,1115
2/16/2020,11:00:00 AM,12.6,88,9.8,6.42,7.95,127,130,9.7,0.1094,Oslo,1116
2/16/2020,12:00:00 PM,14.4,89,11.8,6.86,8.41,134,135,10.3,0.1188,Oslo,1117
2/16/2020,1:00:00 PM,16.3,90,13.8,7.31,8.96,140,141,10.9,0.1404,Oslo,1118
2/16/2020,2:00:00 PM,17.9,89,15.2,7.47,9.2,141,143,11.2,0.162,Oslo,1119
2/16/2020,3:00:00 PM,18.9,87,15.7,7.39,9.26,140,142,11.2,0.1835,Oslo,1120
2/16/2020,4:00:00 PM,19,87,15.8,6.88,9.03,139,141,10.9,0.2051,Oslo,1121
2/16/2020,5:00:00 PM,18.7,88,15.8,6.37,9.22,136,139,10.3,0.2267,Oslo,1122
2/16/2020,6:00:00 PM,17.3,90,14.8,5.38,8.54,137,142,9.1,0.2342,Oslo,1123
2/16/2020,7:00:00 PM,16.7,91,14.5,5.12,8.43,141,146,7.7,0.2277,Oslo,1124
2/16/2020,8:00:00 PM,16.6,90,14.3,5.49,8.86,147,152,7.8,0.2212,Oslo,1125
2/16/2020,9:00:00 PM,16.7,90,14.2,4.9,8.1,160,164,7.8,0.2147,Oslo,1126
2/16/2020,10:00:00 PM,17.4,89,14.8,4.2,7.07,168,172,7,0.2081,Oslo,1127
2/16/2020,11:00:00 PM,18.2,89,15.5,4.44,7.61,172,177,6.7,0.2016,Oslo,1128
2/17/2020,12:00:00 AM,19,88,16,3.51,6.5,177,180,6.5,0.1951,Oslo,1129
2/17/2020,1:00:00 AM,18.8,89,16,1.33,3.49,193,193,5,0.1885,Oslo,1130
2/17/2020,2:00:00 AM,19.1,87,16,0.72,1.84,304,241,1.8,0.182,Oslo,1131
2/17/2020,3:00:00 AM,15.8,90,13.5,1.7,2.64,320,299,2,0.1755,Oslo,1132
2/17/2020,4:00:00 AM,18,90,15.4,2.47,4.62,339,338,3.3,0.169,Oslo,1133
2/17/2020,5:00:00 AM,19.9,89,17.2,3.2,5.99,340,345,4.4,0.1624,Oslo,1134
2/17/2020,6:00:00 AM,21.8,92,19.8,5.06,8.27,351,352,6.6,0.1559,Oslo,1135
2/17/2020,7:00:00 AM,22.1,93,20.5,4.7,7.51,1,3,7.4,0.1494,Oslo,1136
2/17/2020,8:00:00 AM,21.8,94,20.4,4.5,6.94,3,6,6.7,0.1428,Oslo,1137
2/17/2020,9:00:00 AM,21.7,94,20.3,5.51,7.91,357,358,7.7,0.1363,Oslo,1138
2/17/2020,10:00:00 AM,21.7,93,19.9,6.86,8.77,352,353,10,0.1298,Oslo,1139
2/17/2020,11:00:00 AM,22.7,88,19.8,6.73,8.35,349,349,10.4,0.1233,Oslo,1140
2/17/2020,12:00:00 PM,23.3,83,18.9,5.82,7.23,344,346,10,0.1246,Oslo,1141
2/17/2020,1:00:00 PM,23.9,80,18.7,5.26,6.48,339,340,8.8,0.1337,Oslo,1142
2/17/2020,2:00:00 PM,24.4,79,18.9,5.19,6.3,326,327,8,0.1429,Oslo,1143
2/17/2020,3:00:00 PM,24.8,80,19.4,5.02,6.22,313,314,7.8,0.1521,Oslo,1144
2/17/2020,4:00:00 PM,24.6,82,19.9,4.48,6.26,294,297,7.4,0.1612,Oslo,1145
2/17/2020,5:00:00 PM,23,85,19.1,4.85,7.64,278,284,6.9,0.1704,Oslo,1146
2/17/2020,6:00:00 PM,21.8,84,17.8,5.73,9.3,282,289,7,0.1802,Oslo,1147
2/17/2020,7:00:00 PM,23.2,86,19.6,7.4,11.18,308,313,10.5,0.1907,Oslo,1148
2/17/2020,8:00:00 PM,22.8,87,19.4,6.62,9.9,322,325,10.8,0.2011,Oslo,1149
2/17/2020,9:00:00 PM,22.9,87,19.7,5.46,8.05,334,335,9.4,0.2116,Oslo,1150
2/17/2020,10:00:00 PM,21.2,86,17.6,6.18,8.32,346,344,8.9,0.222,Oslo,1151
2/17/2020,11:00:00 PM,18.4,87,15.2,5,7.06,348,348,9,0.2325,Oslo,1152
2/18/2020,12:00:00 AM,16.2,87,13,5.09,7.91,340,339,7.5,0.243,Oslo,1153
2/18/2020,1:00:00 AM,13.6,88,10.7,4.83,8.03,326,329,7.5,0.2534,Oslo,1154
2/18/2020,2:00:00 AM,13.2,86,9.9,4.56,7.71,322,326,6.8,0.2639,Oslo,1155
2/18/2020,3:00:00 AM,12.6,84,8.6,4.66,8.03,325,329,6.6,0.2743,Oslo,1156
2/18/2020,4:00:00 AM,11.8,83,7.6,4.56,7.88,322,327,6.6,0.2848,Oslo,1157
2/18/2020,5:00:00 AM,11.8,83,7.7,5.22,9.01,324,326,7.3,0.2998,Oslo,1158
2/18/2020,6:00:00 AM,10.6,80,5.7,8.77,11.73,336,336,9.5,0.3195,Oslo,1159
2/18/2020,7:00:00 AM,7.4,78,2.1,9.26,12.57,334,334,13.3,0.3391,Oslo,1160
2/18/2020,8:00:00 AM,4.2,75,-1.8,9.88,13.24,334,334,14.5,0.3588,Oslo,1161
2/18/2020,9:00:00 AM,2.6,75,-3.6,9.53,12.12,335,335,14.5,0.3784,Oslo,1162
2/18/2020,10:00:00 AM,1.3,73,-5.4,9.21,11.5,334,335,13.9,0.398,Oslo,1163
2/18/2020,11:00:00 AM,1.2,71,-5.9,9.1,11.16,337,337,13.5,0.4177,Oslo,1164
2/18/2020,12:00:00 PM,1.4,70,-6.1,8.69,10.49,337,338,13.6,0.4125,Oslo,1165
2/18/2020,1:00:00 PM,1.5,70,-5.9,8.01,9.57,332,333,13,0.3825,Oslo,1166
2/18/2020,2:00:00 PM,1.6,69,-6.2,7.84,9.32,330,330,12,0.3525,Oslo,1167
2/18/2020,3:00:00 PM,1.8,69,-6.2,7.46,9.13,325,325,11.7,0.3225,Oslo,1168
2/18/2020,4:00:00 PM,1.9,69,-6.1,6.78,8.5,323,323,11.2,0.2925,Oslo,1169
2/18/2020,5:00:00 PM,1.2,71,-5.9,5.67,7.73,319,320,10,0.2625,Oslo,1170
2/18/2020,6:00:00 PM,-0.8,74,-7.1,5.28,8.09,307,310,8.2,0.239,Oslo,1171
2/18/2020,7:00:00 PM,-2.2,76,-8,5.38,8.67,305,309,7.7,0.2219,Oslo,1172
2/18/2020,8:00:00 PM,-2.9,75,-8.9,5.35,8.75,303,309,7.7,0.2049,Oslo,1173
2/18/2020,9:00:00 PM,-3.3,73,-9.8,5.37,8.92,299,307,7.8,0.1878,Oslo,1174
2/18/2020,10:00:00 PM,-3.3,71,-10.5,5.28,8.84,297,308,7.7,0.1708,Oslo,1175
2/18/2020,11:00:00 PM,-3.5,69,-11.1,5.32,8.86,298,307,7.6,0.1538,Oslo,1176
2/19/2020,12:00:00 AM,-3.9,69,-11.6,5.19,8.78,304,312,7.5,0.1367,Oslo,1177
2/19/2020,1:00:00 AM,-4.6,69,-12.2,5.02,8.61,314,321,7.3,0.1197,Oslo,1178
2/19/2020,2:00:00 AM,-6.2,71,-13.1,4.53,7.7,319,330,7.1,0.1026,Oslo,1179
2/19/2020,3:00:00 AM,-7.1,72,-13.6,4.38,7.53,315,330,6.3,0.0856,Oslo,1180
2/19/2020,4:00:00 AM,-7.6,73,-14.1,4.62,7.66,309,324,6.5,0.0685,Oslo,1181
2/19/2020,5:00:00 AM,-8.1,72,-14.6,4.77,7.66,303,319,6.6,0.0614,Oslo,1182
2/19/2020,6:00:00 AM,-8.7,72,-15.2,4.72,7.56,306,323,6.8,0.0643,Oslo,1183
2/19/2020,7:00:00 AM,-9.8,73,-16.2,4.77,7.66,303,319,6.7,0.0671,Oslo,1184
2/19/2020,8:00:00 AM,-10.7,72,-17.1,4.7,7.42,299,316,6.7,0.07,Oslo,1185
2/19/2020,9:00:00 AM,-9,71,-16,4.61,7.43,297,312,6.7,0.0729,Oslo,1186
2/19/2020,10:00:00 AM,-6.5,68,-14.3,4.77,7.5,303,314,7.1,0.0757,Oslo,1187
2/19/2020,11:00:00 AM,-4.2,66,-12.7,5,6.87,307,312,7.7,0.0786,Oslo,1188
2/19/2020,12:00:00 PM,-2.3,64,-11.4,4.96,6.2,304,308,7.8,0.0844,Oslo,1189
2/19/2020,1:00:00 PM,-0.8,63,-10.2,4.88,5.94,305,306,7.8,0.0931,Oslo,1190
2/19/2020,2:00:00 PM,0.1,63,-9.6,4.66,5.66,305,306,7.7,0.1019,Oslo,1191
2/19/2020,3:00:00 PM,0.6,63,-9.1,4.38,5.3,305,306,7.4,0.1106,Oslo,1192
2/19/2020,4:00:00 PM,0.3,64,-8.9,4,5.08,302,302,6.7,0.1194,Oslo,1193
2/19/2020,5:00:00 PM,-1.8,70,-9.3,3.49,5.44,297,302,5.9,0.1281,Oslo,1194
2/19/2020,6:00:00 PM,-6,73,-12.3,3.86,5.95,301,311,4.9,0.1568,Oslo,1195
2/19/2020,7:00:00 PM,-6.8,73,-13.1,3.98,5.76,295,309,5.4,0.2055,Oslo,1196
2/19/2020,8:00:00 PM,-8,73,-14.3,3.71,4.69,284,304,5.4,0.2541,Oslo,1197
2/19/2020,9:00:00 PM,-9.3,73,-15.5,3.44,2.82,262,276,4.9,0.3027,Oslo,1198
2/19/2020,10:00:00 PM,-9.4,72,-15.9,3.73,3.22,250,244,4.9,0.3514,Oslo,1199
2/19/2020,11:00:00 PM,-9.1,71,-15.9,4.36,5.06,238,232,5.8,0.4,Oslo,1200
2/20/2020,12:00:00 AM,-7.6,66,-15.9,5.28,7.53,233,230,7.2,0.4486,Oslo,1201
2/20/2020,1:00:00 AM,-7.1,64,-16.1,5.91,8.68,236,237,8.2,0.4973,Oslo,1202
2/20/2020,2:00:00 AM,-6.1,63,-15.3,6.77,10.9,236,237,9.4,0.5459,Oslo,1203
2/20/2020,3:00:00 AM,-4.4,62,-14.1,7.3,12.36,234,233,10.3,0.5945,Oslo,1204
2/20/2020,4:00:00 AM,-3.1,65,-11.9,7.66,12.94,234,233,10.8,0.6432,Oslo,1205
2/20/2020,5:00:00 AM,-1.9,67,-10.1,8.1,13.46,235,234,11.4,0.6454,Oslo,1206
2/20/2020,6:00:00 AM,-2.6,75,-8.6,8.71,14.22,238,239,12.1,0.6011,Oslo,1207
2/20/2020,7:00:00 AM,-2,76,-7.8,9.04,14.76,241,242,12.9,0.5568,Oslo,1208
2/20/2020,8:00:00 AM,-0.7,77,-6.2,9.17,14.81,243,245,13.1,0.5125,Oslo,1209
2/20/2020,9:00:00 AM,2.1,78,-3.3,9.3,14.75,245,247,13.3,0.4682,Oslo,1210
2/20/2020,10:00:00 AM,5.7,79,0.5,9.18,14.47,246,249,13.4,0.4239,Oslo,1211
2/20/2020,11:00:00 AM,9.7,79,4.4,8.68,14.22,246,248,13.2,0.3796,Oslo,1212
2/20/2020,12:00:00 PM,13.2,79,7.9,8.32,13.83,243,246,12.7,0.3644,Oslo,1213
2/20/2020,1:00:00 PM,16.1,79,10.8,8.14,13.33,242,244,12.2,0.3781,Paris,1214
2/20/2020,2:00:00 PM,18.6,78,12.7,7.96,13.01,242,244,11.9,0.3919,Paris,1215
2/20/2020,3:00:00 PM,20.7,75,13.9,8.03,12.67,239,241,11.8,0.4056,Paris,1216
2/20/2020,4:00:00 PM,21,73,13.8,7.92,12.71,233,235,11.6,0.4194,Paris,1217
2/20/2020,5:00:00 PM,20.1,73,12.7,8.07,13.25,227,229,11.6,0.4331,Paris,1218
2/20/2020,6:00:00 PM,17.2,75,10.7,8.28,13.67,226,228,12,0.452,Paris,1219
2/20/2020,7:00:00 PM,17.1,75,10.5,8.7,14.5,224,225,12.3,0.4761,Paris,1220
2/20/2020,8:00:00 PM,17.7,74,10.9,8.98,15,224,223,12.8,0.5002,Paris,1221
2/20/2020,9:00:00 PM,18.4,69,10,9.28,15.61,221,220,13.2,0.5243,Paris,1222
2/20/2020,10:00:00 PM,19.9,64,9.7,9.89,16.38,219,218,14,0.5484,Paris,1223
2/20/2020,11:00:00 PM,21.1,61,9.7,10.1,16.73,219,218,14.5,0.5725,Paris,1224
2/21/2020,12:00:00 AM,21,59,9.1,10.25,16.9,225,224,14.6,0.5966,Paris,1225
2/21/2020,1:00:00 AM,20.8,59,8.6,10.1,16.79,231,231,14.6,0.6207,Paris,1226
2/21/2020,2:00:00 AM,20.7,59,8.6,10.1,16.86,236,236,14.5,0.6448,Paris,1227
